Unnamed: 0,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Unnamed: 27_level_1,Arena,Attend.,Attend./G,Season,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,W/L%,PS/G,PA/G,Conference,PTS_rolling_avg,ORB_rolling_avg,DRB_rolling_avg,AST_rolling_avg,3P_rolling_avg,3PA_rolling_avg,STL_rolling_avg,BLK_rolling_avg,Point_Differential,win_ratio_trend
77,16.0,Los Angeles Lakers,27.9,43.0,39.0,42.0,40.0,0.57,-0.15,0.43,114.5,113.9,0.6,101.3,0.299,0.351,0.582,,0.542,12.3,22.8,0.232,,0.535,10.9,76.3,0.171,,Crypto.com Arena,763168.0,18614.0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,17.0,Los Angeles Clippers,29.7,44.0,38.0,42.0,40.0,0.5,-0.19,0.31,115.0,114.5,0.5,98.0,0.278,0.387,0.588,,0.551,12.8,22.9,0.217,,0.543,11.7,76.6,0.195,,Crypto.com Arena,720543.0,17574.0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,18.0,Atlanta Hawks,24.9,41.0,41.0,42.0,40.0,0.29,0.02,0.32,116.6,116.3,0.3,100.7,0.244,0.331,0.579,,0.541,11.2,25.1,0.2,,0.552,12.4,75.8,0.206,,State Farm Arena,719787.0,17556.0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,19.0,Dallas Mavericks,27.8,38.0,44.0,41.0,41.0,0.07,-0.22,-0.14,116.8,116.7,0.1,96.6,0.298,0.487,0.599,,0.565,11.4,18.0,0.225,,0.549,11.9,75.5,0.226,,American Airlines Center,827282.0,20178.0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,20.0,Minnesota Timberwolves,25.8,42.0,40.0,41.0,41.0,-0.04,-0.18,-0.22,113.7,113.8,-0.1,101.0,0.271,0.381,0.592,,0.56,13.6,21.5,0.205,,0.54,13.3,74.3,0.225,,Target Center,687510.0,16769.0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,21.0,Miami Heat,27.7,44.0,38.0,40.0,42.0,-0.32,0.18,-0.13,113.0,113.3,-0.3,96.3,0.27,0.408,0.574,,0.53,12.4,22.8,0.224,,0.561,14.5,77.7,0.198,,Kaseya Center,807190.0,19688.0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,22.0,Utah Jazz,26.5,37.0,45.0,39.0,43.0,-0.94,-0.09,-1.03,115.8,116.7,-0.9,100.5,0.265,0.421,0.584,,0.547,13.3,26.8,0.209,,0.541,10.9,75.2,0.205,,Vivint Arena,728240.0,17762.0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,23.0,Washington Wizards,26.2,35.0,47.0,38.0,44.0,-1.21,0.15,-1.06,114.4,115.6,-1.2,98.6,0.258,0.365,0.585,,0.55,12.7,22.6,0.202,,0.54,11.0,76.1,0.194,,Capital One Arena,710481.0,17329.0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,24.0,Orlando Magic,23.1,34.0,48.0,35.0,47.0,-2.56,0.17,-2.39,111.6,114.2,-2.6,99.3,0.29,0.361,0.573,,0.532,13.4,23.8,0.227,,0.55,13.1,77.7,0.211,,Amway Center,728405.0,17766.0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,25.0,Indiana Pacers,24.5,35.0,47.0,33.0,49.0,-3.18,0.28,-2.91,114.6,117.7,-3.1,101.1,0.265,0.413,0.581,,0.545,13.0,23.4,0.209,,0.554,13.0,72.2,0.229,,Gainbridge Fieldhouse,641562.0,15648.0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,26.0,Portland Trail Blazers,25.1,33.0,49.0,31.0,51.0,-4.01,0.05,-3.96,114.8,118.8,-4.0,98.6,0.289,0.413,0.589,,0.549,13.1,22.4,0.23,,0.563,12.1,74.9,0.217,,Moda Center,767374.0,18716.0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,27.0,Charlotte Hornets,25.3,27.0,55.0,26.0,56.0,-6.24,0.35,-5.89,109.2,115.3,-6.1,100.8,0.261,0.36,0.55,,0.516,12.3,23.8,0.195,,0.544,12.5,75.5,0.211,,Spectrum Center,702052.0,17123.0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,28.0,Houston Rockets,22.1,22.0,60.0,23.0,59.0,-7.85,0.24,-7.62,111.4,119.3,-7.9,99.0,0.285,0.359,0.554,,0.516,14.0,30.2,0.215,,0.564,11.8,75.8,0.218,,Toyota Center,668865.0,16314.0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,29.0,Detroit Pistons,24.1,17.0,65.0,22.0,60.0,-8.22,0.49,-7.73,110.7,118.9,-8.2,99.0,0.295,0.372,0.561,,0.52,13.3,24.9,0.227,,0.557,11.9,74.0,0.231,,Little Caesars Arena,759715.0,18596.0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,30.0,San Antonio Spurs,23.9,22.0,60.0,19.0,63.0,-10.04,0.22,-9.82,110.2,120.0,-9.8,101.6,0.229,0.348,0.554,,0.525,13.0,25.6,0.17,,0.576,12.0,74.9,0.201,,AT&T Center,694434.0,15508.0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,League Average,26.3,,,41.0,41.0,0.0,0.0,0.0,114.8,114.8,,99.1,0.266,0.387,0.581,,0.545,12.5,24.0,0.208,,0.545,12.5,76.0,0.208,,,739895.0,18008.0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1.0,Boston Celtics,28.2,64.0,18.0,66.0,16.0,11.34,-0.6,10.75,123.2,111.6,11.6,97.2,0.224,0.471,0.609,,0.578,10.8,24.9,0.18,,0.523,10.8,76.3,0.145,,TD Garden,785396.0,19156.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2.0,Oklahoma City Thunder,23.4,57.0,25.0,58.0,24.0,7.41,-0.05,7.36,119.5,112.1,7.4,99.8,0.24,0.383,0.608,,0.573,11.4,21.1,0.198,,0.53,13.6,73.8,0.202,,Paycom Center,715509.0,17451.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,3.0,Minnesota Timberwolves,27.2,56.0,26.0,57.0,25.0,6.45,-0.07,6.39,115.6,109.0,6.6,97.1,0.27,0.384,0.594,,0.559,13.0,23.2,0.209,,0.515,12.9,76.9,0.197,,Target Center,720960.0,17584.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,Denver Nuggets,27.1,57.0,25.0,54.0,28.0,5.26,-0.03,5.23,118.5,113.0,5.5,96.8,0.224,0.352,0.589,,0.562,11.5,25.5,0.17,,0.526,11.2,75.6,0.195,,Ball Arena,807062.0,19684.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,5.0,New York Knicks,26.4,50.0,32.0,53.0,29.0,4.59,-0.23,4.36,118.2,113.4,4.8,95.2,0.246,0.404,0.574,,0.54,11.9,29.4,0.192,,0.543,12.3,76.1,0.176,,Madison Square Garden (IV),808885.0,19729.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,6.0,New Orleans Pelicans,26.0,49.0,33.0,52.0,30.0,4.41,0.05,4.46,117.4,112.9,4.5,97.9,0.261,0.373,0.591,,0.558,11.8,24.4,0.202,,0.541,12.9,76.9,0.186,,Smoothie King Center,692054.0,17301.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,7.0,Los Angeles Clippers,30.4,51.0,31.0,49.0,33.0,3.28,0.13,3.41,118.8,115.4,3.4,97.2,0.256,0.383,0.599,,0.561,12.0,24.4,0.211,,0.541,11.7,74.8,0.183,,Crypto.com Arena,776782.0,18946.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,8.0,Philadelphia 76ers,28.4,47.0,35.0,49.0,33.0,3.05,-0.54,2.51,116.9,113.8,3.1,97.5,0.264,0.373,0.574,,0.532,10.7,24.8,0.218,,0.537,13.1,74.3,0.215,,Wells Fargo Center,821714.0,20042.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,9.0,Phoenix Suns,29.3,49.0,33.0,49.0,33.0,3.06,0.02,3.08,117.6,114.6,3.0,98.3,0.271,0.378,0.603,,0.565,13.4,25.0,0.219,,0.536,11.3,75.6,0.178,,Footprint Center,699911.0,17071.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,10.0,Indiana Pacers,25.3,47.0,35.0,48.0,34.0,3.05,-0.3,2.75,121.0,118.0,3.0,101.7,0.222,0.38,0.606,,0.578,11.3,23.8,0.173,,0.556,12.1,74.1,0.228,,Gainbridge Fieldhouse,677554.0,16526.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,11.0,Golden State Warriors,28.4,46.0,36.0,47.0,35.0,2.61,0.16,2.77,117.8,115.2,2.6,99.2,0.219,0.425,0.586,,0.557,12.5,27.5,0.171,,0.539,11.5,76.1,0.195,,Chase Center,740624.0,18064.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,12.0,Milwaukee Bucks,30.2,49.0,33.0,47.0,35.0,2.62,-0.18,2.44,118.4,115.8,2.6,99.9,0.27,0.43,0.601,,0.568,11.5,21.8,0.209,,0.539,10.6,77.2,0.189,,Fiserv Forum,740850.0,17659.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,13.0,Cleveland Cavaliers,26.2,48.0,34.0,47.0,35.0,2.41,-0.44,1.98,115.2,112.7,2.5,97.2,0.234,0.422,0.586,,0.557,12.4,23.2,0.179,,0.535,12.3,76.9,0.19,,Rocket Mortgage Fieldhouse,793167.0,19432.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,14.0,Dallas Mavericks,26.5,50.0,32.0,46.0,36.0,2.21,0.09,2.3,117.6,115.4,2.2,100.1,0.251,0.441,0.592,,0.562,11.2,22.2,0.19,,0.548,12.1,75.2,0.184,,American Airlines Center,828897.0,20217.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,15.0,Orlando Magic,24.0,47.0,35.0,46.0,36.0,2.02,-0.55,1.48,113.4,111.3,2.1,96.9,0.287,0.369,0.577,,0.541,13.3,25.3,0.218,,0.543,13.8,78.1,0.206,,Kia Center,773939.0,18849.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,16.0,Miami Heat,28.0,46.0,36.0,46.0,36.0,1.76,-0.66,1.1,114.0,112.2,1.8,96.2,0.257,0.394,0.578,,0.538,11.7,21.8,0.21,,0.543,12.7,78.1,0.174,,Kaseya Center,809743.0,19750.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,17.0,Sacramento Kings,26.4,46.0,36.0,45.0,37.0,1.74,0.55,2.29,116.9,115.2,1.7,98.8,0.229,0.432,0.582,,0.556,11.6,24.5,0.171,,0.555,12.5,78.4,0.213,,Golden 1 Center,735015.0,17927.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,18.0,Houston Rockets,25.1,41.0,41.0,44.0,38.0,1.12,0.12,1.24,114.5,113.4,1.1,99.0,0.257,0.397,0.565,,0.529,11.2,25.1,0.199,,0.533,12.2,76.0,0.219,,Toyota Center,720045.0,17562.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,19.0,Los Angeles Lakers,28.0,47.0,35.0,42.0,40.0,0.6,0.48,1.07,115.9,115.3,0.6,100.9,0.276,0.358,0.601,,0.566,12.5,19.9,0.216,,0.55,11.7,76.2,0.153,,Crypto.com Arena,793945.0,18925.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,20.0,Chicago Bulls,28.1,39.0,43.0,37.0,45.0,-1.44,-0.33,-1.77,114.9,116.3,-1.4,96.3,0.236,0.358,0.568,,0.534,11.0,25.1,0.187,,0.556,12.7,76.4,0.195,,United Center,845620.0,20625.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,21.0,Atlanta Hawks,26.2,36.0,46.0,36.0,46.0,-2.18,-0.19,-2.38,117.2,119.4,-2.2,100.1,0.251,0.408,0.576,,0.539,11.6,27.1,0.2,,0.572,12.4,75.2,0.192,,State Farm Arena,696418.0,16986.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,22.0,Brooklyn Nets,26.1,32.0,50.0,34.0,48.0,-2.89,-0.13,-3.02,113.2,116.1,-2.9,96.9,0.234,0.412,0.561,,0.531,11.8,25.2,0.177,,0.543,11.4,76.0,0.193,,Barclays Center,720291.0,17568.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,23.0,Utah Jazz,25.1,31.0,51.0,29.0,53.0,-4.89,0.68,-4.22,115.5,120.4,-4.9,99.5,0.251,0.406,0.579,,0.539,13.6,28.1,0.209,,0.567,10.9,75.2,0.182,,Delta Center,746446.0,18206.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,24.0,San Antonio Spurs,23.0,22.0,60.0,26.0,56.0,-6.49,0.69,-5.8,110.0,116.4,-6.4,101.1,0.22,0.401,0.563,,0.532,13.2,22.9,0.172,,0.555,11.7,76.4,0.174,,Frost Bank Center,742522.0,18211.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,25.0,Toronto Raptors,25.9,25.0,57.0,26.0,56.0,-6.44,-0.01,-6.45,112.3,118.8,-6.5,99.4,0.241,0.369,0.566,,0.535,12.4,24.2,0.182,,0.566,12.2,73.9,0.172,,Scotiabank Arena,800129.0,19515.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,26.0,Memphis Grizzlies,24.4,27.0,55.0,24.0,58.0,-7.0,0.43,-6.57,107.2,114.3,-7.1,98.2,0.238,0.428,0.543,,0.509,13.4,23.8,0.182,,0.551,13.5,74.8,0.195,,FedEx Forum,681875.0,16631.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,27.0,Detroit Pistons,23.8,14.0,68.0,20.0,62.0,-9.11,0.05,-9.06,109.7,118.8,-9.1,99.8,0.246,0.36,0.562,,0.526,13.5,23.9,0.193,,0.558,11.1,77.3,0.221,,Little Caesars Arena,726378.0,18159.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,28.0,Washington Wizards,24.9,15.0,67.0,20.0,62.0,-9.29,0.0,-9.29,110.5,119.6,-9.1,102.7,0.221,0.389,0.567,,0.538,12.2,20.0,0.169,,0.562,12.0,72.5,0.201,,Capital One Arena,692851.0,16899.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,29.0,Portland Trail Blazers,24.1,21.0,61.0,20.0,62.0,-9.02,0.74,-8.29,108.3,117.5,-9.2,97.2,0.228,0.37,0.539,,0.503,13.4,27.5,0.181,,0.558,12.8,74.0,0.216,,Moda Center,751395.0,18327.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,30.0,Charlotte Hornets,25.1,21.0,61.0,18.0,64.0,-10.24,0.13,-10.12,109.3,119.8,-10.5,97.3,0.212,0.391,0.56,,0.529,12.6,21.1,0.167,,0.572,12.3,74.5,0.188,,Spectrum Center,674400.0,16449.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,League Average,26.6,,,41.0,41.0,0.0,0.0,0.0,115.3,115.3,,98.5,0.244,0.395,0.58,,0.547,12.1,24.2,0.192,,0.547,12.1,75.8,0.192,,,750679.0,18315.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Milwaukee Bucks,,46.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,240.7,44.7,91.8,0.487,14.4,37.1,0.389,30.3,54.7,0.554,16.2,21.4,0.76,10.3,37.8,48.1,25.5,8.1,4.6,13.8,17.3,120.1,0.639,120.1,114.2,East,120.1,10.3,37.8,25.5,14.4,37.1,8.1,4.6,5.899999999999992,
1,,Brooklyn Nets,,48.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,241.7,43.1,87.3,0.494,14.2,36.1,0.392,29.0,51.2,0.565,18.1,22.5,0.804,8.9,35.5,44.4,26.8,6.7,5.3,13.5,19.0,118.6,0.667,118.6,114.1,East,118.6,8.9,35.5,26.8,14.2,36.1,6.7,5.3,4.5,
2,,Washington Wizards,,34.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,241.7,43.2,90.9,0.475,10.2,29.0,0.351,33.0,61.9,0.533,20.1,26.2,0.769,9.7,35.5,45.2,25.5,7.3,4.1,14.4,21.6,116.6,0.472,116.6,118.5,East,116.6,9.7,35.5,25.5,10.2,29.0,7.3,4.1,-1.9000000000000057,
3,,Utah Jazz,,52.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,241.0,41.3,88.1,0.468,16.7,43.0,0.389,24.5,45.1,0.544,17.2,21.5,0.799,10.6,37.6,48.3,23.7,6.6,5.2,14.2,18.5,116.4,0.722,116.4,107.2,West,116.4,10.6,37.6,23.7,16.7,43.0,6.6,5.2,9.200000000000005,
4,,Portland Trail Blazers,,42.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,240.3,41.3,91.1,0.453,15.7,40.8,0.385,25.6,50.3,0.509,17.8,21.6,0.823,10.6,33.9,44.5,21.3,6.9,5.0,11.1,18.9,116.1,0.583,116.1,114.3,West,116.1,10.6,33.9,21.3,15.7,40.8,6.9,5.0,1.7999999999999972,
5,,Phoenix Suns,,51.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,242.8,43.3,88.3,0.49,13.1,34.6,0.378,30.3,53.7,0.563,15.6,18.7,0.834,8.8,34.2,42.9,26.9,7.2,4.3,12.5,19.1,115.3,0.708,115.3,109.5,West,115.3,8.8,34.2,26.9,13.1,34.6,7.2,4.3,5.799999999999997,
6,,Indiana Pacers,,34.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,242.4,43.3,91.2,0.474,12.3,34.0,0.364,30.9,57.3,0.54,16.4,20.7,0.792,9.0,33.7,42.7,27.4,8.5,6.4,13.5,20.2,115.3,0.472,115.3,115.3,East,115.3,9.0,33.7,27.4,12.3,34.0,8.5,6.4,0.0,
7,,Denver Nuggets,,47.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,242.8,43.3,89.2,0.485,12.9,34.2,0.377,30.4,55.0,0.552,15.7,19.5,0.803,10.5,33.9,44.4,26.8,8.1,4.5,13.5,19.1,115.1,0.653,115.1,110.1,West,115.1,10.5,33.9,26.8,12.9,34.2,8.1,4.5,5.0,
8,,New Orleans Pelicans,,31.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,242.1,42.5,89.1,0.477,10.6,30.4,0.348,31.9,58.6,0.544,19.0,26.1,0.729,11.7,35.7,47.4,26.0,7.6,4.4,14.6,18.0,114.6,0.431,114.6,114.9,West,114.6,11.7,35.7,26.0,10.6,30.4,7.6,4.4,-0.3000000000000113,
9,,Los Angeles Clippers,,47.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,240.0,41.8,86.7,0.482,14.3,34.7,0.411,27.5,52.0,0.529,16.2,19.3,0.839,9.4,34.7,44.2,24.4,7.1,4.1,13.2,19.2,114.0,0.653,114.0,107.8,West,114.0,9.4,34.7,24.4,14.3,34.7,7.1,4.1,6.200000000000003,
10,,Atlanta Hawks,,41.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,241.7,40.8,87.2,0.468,12.4,33.4,0.373,28.4,53.9,0.526,19.7,24.2,0.812,10.6,35.1,45.6,24.1,7.0,4.8,13.2,19.3,113.7,0.569,113.7,111.4,East,113.7,10.6,35.1,24.1,12.4,33.4,7.0,4.8,2.299999999999997,
11,,Sacramento Kings,,31.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,240.3,42.6,88.6,0.481,12.1,33.3,0.364,30.5,55.3,0.551,16.4,22.0,0.745,9.4,32.0,41.4,25.5,7.5,5.0,13.4,19.4,113.7,0.431,113.7,117.4,West,113.7,9.4,32.0,25.5,12.1,33.3,7.5,5.0,-3.700000000000003,
12,,Golden State Warriors,,39.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,240.3,41.3,88.2,0.468,14.6,38.7,0.376,26.7,49.4,0.541,16.6,21.1,0.785,8.0,35.1,43.0,27.7,8.2,4.8,15.0,21.2,113.7,0.542,113.7,112.7,West,113.7,8.0,35.1,27.7,14.6,38.7,8.2,4.8,1.0,
13,,Philadelphia 76ers,,49.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,242.1,41.4,86.9,0.476,11.3,30.1,0.374,30.1,56.8,0.531,19.6,25.5,0.767,10.0,35.0,45.1,23.7,9.1,6.2,14.4,20.2,113.6,0.681,113.6,108.1,East,113.6,10.0,35.0,23.7,11.3,30.1,9.1,6.2,5.5,
14,,Memphis Grizzlies,,38.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,241.7,42.8,91.8,0.467,11.2,31.4,0.356,31.7,60.4,0.525,16.4,21.3,0.771,11.2,35.3,46.5,26.9,9.1,5.1,13.3,18.7,113.3,0.528,113.3,112.3,West,113.3,11.2,35.3,26.9,11.2,31.4,9.1,5.1,1.0,
15,,Boston Celtics,,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,241.4,41.5,88.9,0.466,13.6,36.4,0.374,27.9,52.5,0.53,16.1,20.8,0.775,10.6,33.6,44.3,23.5,7.7,5.3,14.1,20.4,112.6,0.5,112.6,111.2,East,112.6,10.6,33.6,23.5,13.6,36.4,7.7,5.3,1.3999999999999917,
16,,Dallas Mavericks,,42.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,240.3,41.1,87.3,0.47,13.8,38.1,0.362,27.3,49.2,0.554,16.5,21.2,0.778,9.1,34.2,43.3,22.9,6.3,4.3,12.1,19.4,112.4,0.583,112.4,110.2,West,112.4,9.1,34.2,22.9,13.8,38.1,6.3,4.3,2.200000000000003,
17,,Minnesota Timberwolves,,23.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,241.7,40.7,90.9,0.448,13.1,37.6,0.349,27.6,53.3,0.518,17.6,23.1,0.761,10.5,33.0,43.5,25.6,8.8,5.5,14.3,20.9,112.1,0.319,112.1,117.7,West,112.1,10.5,33.0,25.6,13.1,37.6,8.8,5.5,-5.6000000000000085,
18,,Toronto Raptors,,27.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,240.3,39.7,88.7,0.448,14.5,39.3,0.368,25.3,49.3,0.512,17.4,21.3,0.815,9.4,32.1,41.6,24.1,8.6,5.4,13.2,21.2,111.3,0.375,111.3,111.7,East,111.3,9.4,32.1,24.1,14.5,39.3,8.6,5.4,-0.4000000000000057,
19,,San Antonio Spurs,,33.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,242.8,41.9,90.5,0.462,9.9,28.4,0.35,31.9,62.1,0.514,17.4,22.0,0.792,9.3,34.6,43.9,24.4,7.0,5.1,11.4,18.0,111.1,0.458,111.1,112.8,West,111.1,9.3,34.6,24.4,9.9,28.4,7.0,5.1,-1.7000000000000028,
20,,Chicago Bulls,,31.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,241.4,42.2,88.6,0.476,12.6,34.0,0.37,29.6,54.6,0.542,13.8,17.5,0.791,9.6,35.3,45.0,26.8,6.7,4.2,15.1,18.9,110.7,0.431,110.7,111.6,East,110.7,9.6,35.3,26.8,12.6,34.0,6.7,4.2,-0.8999999999999915,
21,,Los Angeles Lakers,,42.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,242.4,40.6,86.1,0.472,11.1,31.2,0.354,29.6,54.8,0.539,17.2,23.3,0.739,9.7,34.6,44.2,24.7,7.8,5.4,15.2,19.1,109.5,0.583,109.5,106.8,West,109.5,9.7,34.6,24.7,11.1,31.2,7.8,5.4,2.700000000000003,
22,,Charlotte Hornets,,33.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,241.0,39.9,87.8,0.455,13.7,37.0,0.369,26.3,50.8,0.517,15.9,20.9,0.761,10.6,33.2,43.8,26.8,7.8,4.8,14.8,18.0,109.5,0.458,109.5,111.4,East,109.5,10.6,33.2,26.8,13.7,37.0,7.8,4.8,-1.9000000000000057,
23,,Houston Rockets,,17.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,240.3,39.3,88.5,0.444,13.8,40.6,0.339,25.5,47.9,0.532,16.5,22.3,0.74,9.3,33.3,42.6,23.6,7.6,5.0,14.7,19.5,108.8,0.236,108.8,116.7,West,108.8,9.3,33.3,23.6,13.8,40.6,7.6,5.0,-7.900000000000006,
24,,Miami Heat,,40.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,241.4,39.2,83.7,0.468,12.9,36.2,0.358,26.3,47.5,0.553,16.7,21.1,0.79,8.0,33.5,41.5,26.3,7.9,4.0,14.1,18.9,108.1,0.556,108.1,108.0,East,108.1,8.0,33.5,26.3,12.9,36.2,7.9,4.0,0.0999999999999943,
25,,New York Knicks,,41.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,242.1,39.4,86.5,0.456,11.8,30.0,0.392,27.7,56.4,0.49,16.4,20.9,0.784,9.7,35.5,45.1,21.4,7.0,5.1,12.9,20.5,107.0,0.569,107.0,104.7,East,107.0,9.7,35.5,21.4,11.8,30.0,7.0,5.1,2.299999999999997,
26,,Detroit Pistons,,20.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,242.1,38.7,85.6,0.452,11.6,32.9,0.351,27.1,52.7,0.515,17.8,23.4,0.759,9.6,33.1,42.7,24.2,7.4,5.2,14.9,20.5,106.6,0.278,106.6,111.1,East,106.6,9.6,33.1,24.2,11.6,32.9,7.4,5.2,-4.5,
27,,Oklahoma City Thunder,,22.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,241.0,38.8,88.0,0.441,11.9,35.1,0.339,26.9,52.9,0.509,15.5,21.3,0.725,9.9,35.7,45.6,22.1,7.0,4.4,16.1,18.1,105.0,0.306,105.0,115.6,West,105.0,9.9,35.7,22.1,11.9,35.1,7.0,4.4,-10.599999999999994,
